flight_id,total_seats,available_seats
FL09317,203,203
FL09318,125,125
FL09319,207,207
FL09320,146,146
FL09321,175,175
FL09322,199,199
FL09323,122,122
FL09324,170,170
FL09325,208,208
FL09326,133,133
FL09327,160,160
FL09328,210,210
FL09329,209,209
FL09330,164,164
FL09331,124,124
FL09332,204,204
FL09333,143,143
FL09334,170,170
FL09335,128,128
FL09336,150,150
FL09337,152,152
FL09338,123,123
FL09339,209,209
FL09340,199,199
FL09341,180,180
FL09342,148,148
FL09343,131,131
FL09344,137,137
FL09345,139,139
FL09346,218,218
FL09347,206,206
FL09348,127,127
FL09349,211,211
FL09350,175,175
FL09351,169,169
FL09352,176,176
FL09353,175,175
FL09354,171,171
FL09355,161,161
FL09356,156,156
FL09357,203,203
FL09358,120,120
FL09359,161,161
FL09360,149,149
FL09361,214,214
FL09362,201,201
FL09363,142,142
FL09364,155,155
FL09365,140,140
FL09366,200,200
FL09367,203,203
FL09368,134,134
FL09369,208,208
FL09370,172,172
FL09371,192,192
FL09372,155,155
FL09373,148,148
FL09374,162,162
FL09375,148,148
FL09376,209,209
FL09377,141,141
FL09378,184,184
FL09379,215,215
FL09380,175,175
FL09381,129,129
FL09382,179,179
FL09383,190,190
FL09384,205,205
FL09385,121,121
FL09386,166,166
FL09387,190,190
FL09388,128,128
FL09389,150,150
FL09390,186,186
FL09391,124,124
FL09392,162,162
FL09393,177,177
FL09394,148,148
FL09395,143,143
FL09396,134,134
FL09397,148,148
FL09398,168,168
FL09399,219,219
FL09400,176,176
FL09401,191,191
FL09402,216,216
FL09403,203,203
FL09404,191,191
FL09405,169,169
FL09406,157,157
FL09407,165,165
FL09408,162,162
FL09409,167,167
FL09410,137,137
FL09411,172,172
FL09412,134,134
FL09413,160,160
FL09414,135,135
FL09415,123,123
FL09416,176,176
FL09417,121,121
FL09418,214,214
FL09419,164,164
FL09420,205,205
FL09421,166,166
FL09422,183,183
FL09423,121,121
FL09424,166,166
FL09425,140,140
FL09426,199,199
FL09427,167,167
FL09428,124,124
FL09429,191,191
FL09430,171,171
FL09431,188,188
FL09432,183,183
FL09433,154,154
FL09434,157,157
FL09435,131,131
FL09436,136,136
FL09437,218,218
FL09438,144,144
FL09439,163,163
FL09440,206,206
FL09441,195,195
FL09442,194,194
FL09443,209,209
FL09444,189,189
FL09445,195,195
FL09446,175,175
FL09447,203,203
FL09448,142,142
FL09449,160,160
FL09450,191,191
FL09451,170,170
FL09452,196,196
FL09453,139,139
FL09454,171,171
FL09455,151,151
FL09456,160,160
FL09457,175,175
FL09458,123,123
FL09459,124,124
FL09460,169,169
FL09461,202,202
FL09462,143,143
FL09463,162,162
FL09464,205,205
FL09465,164,164
FL09466,128,128
FL09467,166,166
FL09468,131,131
FL09469,181,181
FL09470,217,217
FL09471,195,195
FL09472,216,216
FL09473,177,177
FL09474,208,208
FL09475,166,166
FL09476,129,129
FL09477,194,194
FL09478,145,145
FL09479,180,180
FL09480,186,186
FL09481,152,152
FL09482,195,195
FL09483,162,162
FL09484,147,147
FL09485,128,128
FL09486,142,142
FL09487,178,178
FL09488,145,145
FL09489,154,154
FL09490,217,217
FL09491,152,152
FL09492,162,162
FL09493,187,187
FL09494,202,202
FL09495,122,122
FL09496,205,205
FL09497,128,128
FL09498,199,199
FL09499,183,183
FL09500,174,174
FL09501,208,208
FL09502,140,140
FL09503,134,134
FL09504,145,145
FL09505,154,154
FL09506,173,173
FL09507,217,217
FL09508,131,131
FL09509,170,170
FL09510,155,155
FL09511,207,207
FL09512,168,168
FL09513,129,129
FL09514,160,160
FL09515,139,139
FL09516,209,209
FL09517,175,175
FL09518,218,218
FL09519,162,162
FL09520,151,151
FL09521,139,139
FL09522,138,138
FL09523,136,136
FL09524,206,206
FL09525,153,153
FL09526,219,219
FL09527,177,177
FL09528,125,125
FL09529,214,214
FL09530,206,206
FL09531,185,185
FL09532,132,132
FL09533,120,120
FL09534,133,133
FL09535,154,154
FL09536,187,187
FL09537,208,208
FL09538,133,133
FL09539,141,141
FL09540,194,194
FL09541,212,212
FL09542,176,176
FL09543,129,129
FL09544,198,198
FL09545,191,191
FL09546,188,188
FL09547,154,154
FL09548,125,125
FL09549,219,219
FL09550,191,191
FL09551,196,196
FL09552,204,204
FL09553,152,152
FL09554,151,151
FL09555,177,177
FL09556,218,218
FL09557,158,158
FL09558,190,190
FL09559,205,205
FL09560,217,217
FL09561,202,202
FL09562,213,213
FL09563,213,213
FL09564,135,135
FL09565,137,137
FL09566,171,171
FL09567,185,185
FL09568,134,134
FL09569,182,182
FL09570,216,216
FL09571,196,196
FL09572,151,151
FL09573,121,121
FL09574,213,213
FL09575,121,121
FL09576,186,186
FL09577,122,122
FL09578,161,161
FL09579,185,185
FL09580,189,189
FL09581,195,195
FL09582,197,197
FL09583,121,121
FL09584,162,162
FL09585,203,203
FL09586,185,185
FL09587,125,125
FL09588,189,189
FL09589,135,135
FL09590,154,154
FL09591,122,122
FL09592,144,144
FL09593,147,147
FL09594,156,156
FL09595,211,211
FL09596,123,123
FL09597,163,163
FL09598,124,124
FL09599,190,190
FL09600,214,214
FL09601,134,134
FL09602,208,208
FL09603,212,212
FL09604,126,126
FL09605,163,163
FL09606,168,168
FL09607,210,210
FL09608,148,148
FL09609,163,163
FL09610,202,202
FL09611,186,186
FL09612,212,212
FL09613,204,204
FL09614,175,175
FL09615,195,195
FL09616,195,195
FL09617,124,124
FL09618,201,201
FL09619,143,143
FL09620,133,133
FL09621,219,219
FL09622,150,150
FL09623,128,128
FL09624,132,132
FL09625,172,172
FL09626,209,209
FL09627,173,173
FL09628,192,192
FL09629,158,158
FL09630,173,173
FL09631,122,122
FL09632,137,137
FL09633,201,201
FL09634,129,129
FL09635,140,140
FL09636,157,157
FL09637,175,175
FL09638,177,177
FL09639,174,174
FL09640,219,219
FL09641,153,153
FL09642,138,138
FL09643,184,184
FL09644,134,134
FL09645,139,139
FL09646,210,210
FL09647,207,207
FL09648,212,212
FL09649,213,213
FL09650,164,164
FL09651,192,192
FL09652,187,187
FL09653,144,144
FL09654,170,170
FL09655,219,219
FL09656,140,140
FL09657,126,126
FL09658,178,178
FL09659,154,154
FL09660,199,199
FL09661,185,185
FL09662,191,191
FL09663,220,220
FL09664,153,153
FL09665,194,194
FL09666,208,208
FL09667,212,212
FL09668,161,161
FL09669,196,196
FL09670,129,129
FL09671,142,142
FL09672,169,169
FL09673,120,120
FL09674,194,194
FL09675,139,139
FL09676,120,120
FL09677,151,151
FL09678,148,148
FL09679,130,130
FL09680,212,212
FL09681,153,153
FL09682,215,215
FL09683,175,175
FL09684,167,167
FL09685,173,173
FL09686,207,207
FL09687,165,165
FL09688,183,183
FL09689,211,211
FL09690,135,135
FL09691,217,217
FL09692,173,173
FL09693,170,170
FL09694,165,165
FL09695,182,182
FL09696,185,185
FL09697,200,200
FL09698,132,132
FL09699,147,147
FL09700,122,122
FL09701,156,156
FL09702,193,193
FL09703,199,199
FL09704,164,164
FL09705,127,127
FL09706,158,158
FL09707,150,150
FL09708,184,184
FL09709,192,192
FL09710,206,206
FL09711,216,216
FL09712,170,170
FL09713,157,157
FL09714,203,203
FL09715,132,132
FL09716,170,170
FL09717,154,154
FL09718,165,165
FL09719,125,125
FL09720,187,187
FL09721,169,169
FL09722,138,138
FL09723,212,212
FL09724,210,210
FL09725,192,192
FL09726,161,161
FL09727,144,144
FL09728,136,136
FL09729,218,218
FL09730,136,136
FL09731,148,148
FL09732,122,122
FL09733,180,180
FL09734,138,138
FL09735,154,154
FL09736,213,213
FL09737,190,190
FL09738,182,182
FL09739,169,169
FL09740,152,152
FL09741,132,132
FL09742,143,143
FL09743,172,172
FL09744,132,132
FL09745,147,147
FL09746,205,205
FL09747,192,192
FL09748,166,166
FL09749,219,219
FL09750,166,166
FL09751,182,182
FL09752,152,152
FL09753,161,161
FL09754,189,189
FL09755,170,170
FL09756,135,135
FL09757,184,184
FL09758,215,215
FL09759,121,121
FL09760,208,208
FL09761,161,161
FL09762,184,184
FL09763,145,145
FL09764,193,193
FL09765,151,151
FL09766,159,159
FL09767,124,124
FL09768,186,186
FL09769,148,148
FL09770,167,167
FL09771,154,154
FL09772,201,201
FL09773,155,155
FL09774,138,138
FL09775,206,206
FL09776,201,201
FL09777,180,180
FL09778,185,185
FL09779,187,187
FL09780,165,165
FL09781,192,192
FL09782,189,189
FL09783,185,185
FL09784,135,135
FL09785,195,195
FL09786,142,142
FL09787,121,121
FL09788,175,175
FL09789,198,198
FL09790,169,169
FL09791,167,167
FL09792,168,168
FL09793,198,198
FL09794,145,145
FL09795,142,142
FL09796,167,167
FL09797,205,205
FL09798,196,196
FL09799,173,173
FL09800,138,138
FL09801,178,178
FL09802,175,175
FL09803,208,208
FL09804,140,140
FL09805,137,137
FL09806,150,150
FL09807,173,173
FL09808,188,188
FL09809,150,150
FL09810,130,130
FL09811,142,142
FL09812,180,180
FL09813,163,163
FL09814,149,149
FL09815,152,152
FL09816,135,135
FL09817,188,188
FL09818,146,146
FL09819,198,198
FL09820,214,214
FL09821,197,197
FL09822,210,210
FL09823,216,216
FL09824,164,164
FL09825,163,163
FL09826,201,201
FL09827,180,180
FL09828,191,191
FL09829,215,215
FL09830,219,219
FL09831,124,124
FL09832,140,140
FL09833,220,220
FL09834,137,137
FL09835,185,185
FL09836,122,122
FL09837,131,131
FL09838,178,178
FL09839,183,183
FL09840,130,130
FL09841,206,206
FL09842,123,123
FL09843,173,173
FL09844,136,136
FL09845,192,192
FL09846,157,157
FL09847,166,166
FL09848,122,122
FL09849,137,137
FL09850,215,215
FL09851,169,169
FL09852,204,204
FL09853,217,217
FL09854,193,193
FL09855,156,156
FL09856,154,154
FL09857,178,178
FL09858,148,148
FL09859,219,219
FL09860,166,166
FL09861,205,205
FL09862,147,147
FL09863,155,155
FL09864,132,132
FL09865,202,202
FL09866,156,156
FL09867,209,209
FL09868,151,151
FL09869,199,199
FL09870,129,129
FL09871,123,123
FL09872,215,215
FL09873,147,147
FL09874,143,143
FL09875,150,150
FL09876,214,214
FL09877,209,209
FL09878,135,135
FL09879,187,187
FL09880,175,175
FL09881,204,204
FL09882,215,215
FL09883,174,174
FL09884,179,179
FL09885,193,193
FL09886,201,201
FL09887,126,126
FL09888,174,174
FL09889,174,174
FL09890,201,201
FL09891,182,182
FL09892,215,215
FL09893,152,152
FL09894,180,180
FL09895,181,181
FL09896,202,202
FL09897,201,201
FL09898,137,137
FL09899,216,216
FL09900,126,126
FL09901,211,211
FL09902,132,132
FL09903,130,130
FL09904,204,204
FL09905,127,127
FL09906,157,157
FL09907,120,120
FL09908,190,190
FL09909,149,149
FL09910,185,185
FL09911,152,152
FL09912,151,151
FL09913,214,214
FL09914,179,179
FL09915,191,191
FL09916,142,142
FL09917,170,170
FL09918,122,122
FL09919,130,130
FL09920,202,202
FL09921,189,189
FL09922,177,177
FL09923,180,180
FL09924,211,211
FL09925,180,180
FL09926,220,220
FL09927,199,199
FL09928,216,216
FL09929,164,164
FL09930,202,202
FL09931,148,148
FL09932,144,144
FL09933,215,215
FL09934,156,156
FL09935,138,138
FL09936,137,137
FL09937,161,161
FL09938,147,147
FL09939,195,195
FL09940,148,148
FL09941,198,198
FL09942,136,136
FL09943,137,137
FL09944,153,153
FL09945,136,136
FL09946,166,166
FL09947,217,217
FL09948,183,183
FL09949,181,181
FL09950,177,177
FL09951,218,218
FL09952,143,143
FL09953,178,178
FL09954,178,178
FL09955,152,152
FL09956,166,166
FL09957,177,177
FL09958,206,206
FL09959,163,163
FL09960,126,126
FL09961,141,141
FL09962,133,133
FL09963,204,204
FL09964,186,186
FL09965,187,187
FL09966,164,164
FL09967,143,143
FL09968,131,131
FL09969,132,132
FL09970,156,156
FL09971,187,187
FL09972,159,159
FL09973,175,175
FL09974,124,124
FL09975,149,149
FL09976,211,211
FL09977,168,168
FL09978,144,144
FL09979,187,187
FL09980,149,149
FL09981,194,194
FL09982,170,170
FL09983,211,211
FL09984,218,218
FL09985,188,188
FL09986,182,182
FL09987,189,189
FL09988,184,184
FL09989,158,158
FL09990,142,142
FL09991,220,220
FL09992,122,122
FL09993,217,217
FL09994,215,215
FL09995,205,205
FL09996,156,156
FL09997,179,179
FL09998,162,162
FL09999,208,208
